Northing,Easting,Lat (DD),Long (DD),Depth (Proc)
6766888.312,465242.503,61.0352851,-069.6433567,21.067
6766887.677,465243.438,61.0352794,-069.6433393,21.300
6766886.421,465244.571,61.0352683,-069.6433181,21.367
6766886.018,465245.385,61.0352647,-069.6433030,21.154
6766885.635,465246.022,61.0352613,-069.6432911,21.393
6766884.701,465246.901,61.0352530,-069.6432747,21.564
6766883.705,465247.600,61.0352441,-069.6432616,21.271
6766883.058,465248.485,61.0352384,-069.6432451,21.269
6766882.155,465249.458,61.0352304,-069.6432269,21.370
6766880.895,465251.609,61.0352193,-069.6431869,20.950
6766880.816,465251.215,61.0352185,-069.6431941,21.309
6766880.294,465251.708,61.0352139,-069.6431849,21.189
6766879.730,465252.635,61.0352089,-069.6431677,21.159
6766878.958,465253.887,61.0352021,-069.6431443,21.130
6766878.602,465254.407,61.0351989,-069.6431347,21.065
6766878.035,465255.605,61.0351940,-069.6431124,20.639
6766877.470,465256.600,61.0351890,-069.6430939,20.450
6766876.793,465257.265,61.0351830,-069.6430814,20.354
6766876.000,465258.074,61.0351759,-069.6430663,20.319
6766875.519,465259.048,61.0351717,-069.6430482,20.200
6766874.848,465259.762,61.0351657,-069.6430348,19.874
6766873.890,465260.511,61.0351572,-069.6430208,19.932
6766873.562,465261.375,61.0351543,-069.6430048,19.983
6766873.164,465262.266,61.0351508,-069.6429882,19.215
6766872.448,465262.980,61.0351445,-069.6429749,19.358
6766871.978,465264.077,61.0351403,-069.6429545,19.246
6766871.446,465264.958,61.0351356,-069.6429381,19.111
6766871.227,465265.853,61.0351337,-069.6429215,18.875
6766870.753,465266.632,61.0351296,-069.6429070,18.738
6766869.643,465268.546,61.0351198,-069.6428713,18.875
6766869.385,465269.429,61.0351175,-069.6428549,18.919
6766868.923,465270.412,61.0351135,-069.6428367,18.846
6766868.101,465272.200,61.0351062,-069.6428034,19.066
6766867.468,465272.912,61.0351006,-069.6427901,18.893
6766867.243,465273.819,61.0350987,-069.6427733,18.541
6766866.575,465274.825,61.0350928,-069.6427546,18.483
6766866.232,465276.661,61.0350898,-069.6427205,19.300
6766865.423,465278.430,61.0350827,-069.6426876,19.066
6766864.758,465280.559,61.0350770,-069.6426481,19.408
6766863.784,465282.871,61.0350684,-069.6426051,19.091
6766863.461,465283.286,61.0350656,-069.6425974,19.315
6766863.001,465285.854,61.0350617,-069.6425498,19.507
6766862.540,465286.688,61.0350576,-069.6425343,18.939
6766862.013,465287.764,61.0350530,-069.6425143,18.640
6766862.107,465288.585,61.0350539,-069.6424991,18.785
6766861.322,465291.137,61.0350470,-069.6424517,19.757
6766860.209,465295.265,61.0350374,-069.6423751,18.736
6766859.882,465296.144,61.0350346,-069.6423588,18.880
6766859.578,465297.216,61.0350319,-069.6423389,19.060
6766859.457,465298.403,61.0350309,-069.6423169,19.945
6766858.528,465301.381,61.0350229,-069.6422616,18.669
6766858.454,465302.424,61.0350223,-069.6422423,19.893
6766858.114,465303.263,61.0350193,-069.6422267,19.957
6766857.619,465305.620,61.0350151,-069.6421830,19.382
6766857.460,465306.832,61.0350138,-069.6421605,19.452
6766857.309,465307.945,61.0350125,-069.6421399,19.210
6766856.907,465309.872,61.0350091,-069.6421041,18.483
6766856.730,465310.994,61.0350076,-069.6420833,19.181
6766856.474,465312.373,61.0350054,-069.6420578,19.266
6766856.231,465314.398,61.0350034,-069.6420203,19.161
6766855.568,465316.205,61.0349976,-069.6419867,19.721
6766855.250,465317.456,61.0349949,-069.6419635,19.651
6766855.092,465318.550,61.0349935,-069.6419432,20.070
6766854.739,465319.457,61.0349904,-069.6419263,19.953
6766854.523,465320.582,61.0349886,-069.6419055,20.121
6766853.943,465321.864,61.0349835,-069.6418817,20.147
6766854.102,465322.596,61.0349850,-069.6418681,20.145
6766853.836,465323.671,61.0349827,-069.6418482,20.069
6766853.594,465324.866,61.0349806,-069.6418260,20.096
6766853.354,465325.954,61.0349786,-069.6418059,20.155
6766853.243,465326.869,61.0349777,-069.6417889,20.043
6766852.620,465329.188,61.0349723,-069.6417459,20.126
6766852.554,465330.029,61.0349718,-069.6417303,20.150
6766852.273,465331.447,61.0349694,-069.6417040,20.172
6766851.718,465333.318,61.0349645,-069.6416693,20.303
6766851.464,465334.479,61.0349624,-069.6416477,20.367
6766851.243,465335.542,61.0349605,-069.6416280,20.456
6766850.699,465336.360,61.0349557,-069.6416128,20.559
6766850.375,465337.561,61.0349529,-069.6415905,20.613
6766850.405,465338.323,61.0349532,-069.6415764,20.915
6766849.613,465339.696,61.0349462,-069.6415508,21.056
6766849.483,465340.571,61.0349451,-069.6415346,21.126
6766849.346,465341.548,61.0349440,-069.6415165,21.137
6766849.022,465342.767,61.0349412,-069.6414939,21.074
6766848.758,465343.610,61.0349389,-069.6414782,21.189
6766848.645,465344.763,61.0349380,-069.6414569,21.141
6766848.587,465345.388,61.0349375,-069.6414453,21.163
6766848.126,465346.919,61.0349335,-069.6414169,21.214
6766847.819,465347.582,61.0349308,-069.6414046,21.188
6766847.923,465348.660,61.0349318,-069.6413846,20.927
6766847.204,465349.814,61.0349255,-069.6413631,21.133
6766847.419,465350.642,61.0349275,-069.6413478,21.115
6766847.056,465351.896,61.0349243,-069.6413246,21.178
6766846.693,465353.059,61.0349212,-069.6413030,21.323
6766847.119,465353.918,61.0349251,-069.6412872,21.190
6766846.674,465355.059,61.0349212,-069.6412660,21.109
6766846.743,465356.465,61.0349219,-069.6412399,21.172
6766846.454,465357.301,61.0349194,-069.6412244,21.037
6766846.238,465358.450,61.0349176,-069.6412031,21.135
6766846.279,465359.544,61.0349180,-069.6411829,21.147
6766845.560,465360.602,61.0349117,-069.6411632,21.117
6766845.344,465361.751,61.0349098,-069.6411418,21.026
6766845.232,465362.781,61.0349089,-069.6411228,20.912
6766844.802,465363.733,61.0349051,-069.6411051,20.482
6766844.696,465364.741,61.0349043,-069.6410864,20.423
6766844.408,465366.172,61.0349018,-069.6410599,20.769
6766844.353,465367.233,61.0349014,-069.6410402,20.810
6766844.031,465369.453,61.0348987,-069.6409991,20.752
6766843.977,465370.412,61.0348983,-069.6409813,20.646
6766844.025,465372.644,61.0348989,-069.6409400,20.637
6766843.430,465373.505,61.0348937,-069.6409240,20.091
6766843.499,465374.899,61.0348944,-069.6408982,20.552
6766843.320,465375.603,61.0348929,-069.6408851,20.781
6766843.675,465377.136,61.0348962,-069.6408568,20.395
6766843.261,465378.305,61.0348926,-069.6408351,20.721
6766843.067,465379.300,61.0348909,-069.6408166,20.903
6766843.237,465380.190,61.0348925,-069.6408002,20.775
6766842.841,465381.446,61.0348891,-069.6407769,20.770
6766842.232,465382.446,61.0348837,-069.6407583,20.983
6766842.583,465383.703,61.0348870,-069.6407350,20.942
6766842.119,465384.838,61.0348829,-069.6407140,20.981
6766842.243,465385.852,61.0348841,-069.6406952,20.877
6766841.915,465386.737,61.0348812,-069.6406788,20.940
6766841.782,465387.906,61.0348801,-069.6406571,21.063
6766841.961,465389.192,61.0348819,-069.6406333,20.965
6766841.905,465390.399,61.0348815,-069.6406110,21.049
6766841.558,465391.327,61.0348784,-069.6405938,21.157
6766841.379,465392.576,61.0348769,-069.6405706,20.960
6766841.304,465393.767,61.0348764,-069.6405486,20.476
6766840.899,465394.686,61.0348728,-069.6405315,20.865
6766841.071,465396.068,61.0348745,-069.6405059,20.923
6766840.767,465397.105,61.0348718,-069.6404867,20.747
6766840.365,465398.457,61.0348683,-069.6404616,20.534
6766840.075,465399.321,61.0348658,-069.6404455,20.733
6766839.700,465400.460,61.0348626,-069.6404244,20.763
6766839.350,465401.676,61.0348595,-069.6404018,20.927
6766838.838,465402.516,61.0348550,-069.6403862,20.897
6766838.315,465403.712,61.0348504,-069.6403639,20.636
6766838.121,465404.707,61.0348487,-069.6403455,20.558
6766837.763,465405.406,61.0348456,-069.6403325,20.487
6766837.387,465406.604,61.0348423,-069.6403103,20.799
6766836.711,465408.563,61.0348364,-069.6402739,20.683
6766836.597,465409.732,61.0348355,-069.6402522,20.700
6766836.172,465410.821,61.0348318,-069.6402320,20.701
6766835.803,465412.000,61.0348286,-069.6402101,20.655
6766835.588,465413.050,61.0348267,-069.6401906,20.420
6766835.139,465413.984,61.0348228,-069.6401733,20.564
6766834.720,465415.026,61.0348191,-069.6401539,20.729
6766834.569,465416.130,61.0348179,-069.6401334,20.275
6766834.092,465417.289,61.0348137,-069.6401119,20.548
6766833.775,465418.335,61.0348109,-069.6400925,20.517
6766833.516,465419.351,61.0348087,-069.6400736,20.700
6766833.058,465420.526,61.0348047,-069.6400518,20.541
6766832.799,465421.555,61.0348025,-069.6400327,20.401
6766832.457,465422.564,61.0347995,-069.6400140,20.656
6766831.962,465423.565,61.0347951,-069.6399954,20.616
6766831.492,465424.730,61.0347910,-069.6399737,20.405
6766831.116,465425.903,61.0347877,-069.6399519,20.719
6766830.783,465426.729,61.0347848,-069.6399366,20.692
6766830.289,465427.666,61.0347805,-069.6399192,20.599
6766829.894,465428.885,61.0347770,-069.6398965,20.546
6766829.439,465429.716,61.0347730,-069.6398811,20.763
6766828.969,465430.783,61.0347689,-069.6398612,20.550
6766828.709,465431.870,61.0347666,-069.6398411,20.759
6766828.257,465433.088,61.0347627,-069.6398184,20.719
6766827.885,465433.945,61.0347594,-069.6398025,20.655
6766827.373,465434.680,61.0347549,-069.6397888,20.846
6766827.085,465435.513,61.0347524,-069.6397733,20.733
6766826.681,465436.357,61.0347488,-069.6397576,20.709
6766826.118,465437.147,61.0347438,-069.6397429,20.754
6766825.792,465437.794,61.0347410,-069.6397309,20.730
6766825.473,465438.423,61.0347382,-069.6397192,20.770
6766824.950,465439.055,61.0347335,-069.6397074,20.746
6766824.581,465439.624,61.0347303,-069.6396968,20.866
6766824.173,465440.162,61.0347267,-069.6396868,20.730
6766823.746,465440.759,61.0347229,-069.6396757,20.922
6766823.226,465441.125,61.0347182,-069.6396688,20.693
6766822.717,465441.563,61.0347137,-069.6396606,20.494
6766822.178,465441.904,61.0347089,-069.6396542,20.751
6766821.797,465442.312,61.0347055,-069.6396465,20.832
6766821.342,465442.512,61.0347014,-069.6396428,20.905
6766820.860,465442.848,61.0346971,-069.6396365,20.927
6766820.340,465443.180,61.0346925,-069.6396302,20.797
6766819.871,465443.519,61.0346883,-069.6396239,20.809
6766819.442,465443.623,61.0346845,-069.6396219,20.816
6766818.993,465443.833,61.0346805,-069.6396179,20.734
6766818.454,465444.131,61.0346757,-069.6396123,21.008
6766817.980,465444.318,61.0346714,-069.6396087,20.806
6766817.468,465444.499,61.0346668,-069.6396053,20.837
6766816.948,465444.816,61.0346622,-069.6395993,20.751
6766816.526,465444.864,61.0346584,-069.6395984,20.846
6766816.065,465445.027,61.0346543,-069.6395953,20.808
6766815.045,465445.614,61.0346452,-069.6395842,20.807
6766814.615,465445.777,61.0346413,-069.6395811,20.588
6766814.149,465445.847,61.0346372,-069.6395797,20.558
6766813.686,465446.220,61.0346330,-069.6395727,20.615
6766813.212,465446.333,61.0346288,-069.6395706,20.723
6766812.758,465446.493,61.0346247,-069.6395675,20.760
6766812.296,465446.711,61.0346206,-069.6395634,20.774
6766811.604,465446.989,61.0346144,-069.6395581,20.777
6766811.065,465447.256,61.0346096,-069.6395531,20.833
6766810.682,465447.318,61.0346062,-069.6395519,20.771
6766810.048,465447.534,61.0346005,-069.6395478,20.848
6766808.985,465447.815,61.0345910,-069.6395424,20.858
6766808.536,465448.114,61.0345870,-069.6395368,20.845
6766808.004,465448.301,61.0345822,-069.6395332,20.744
6766807.595,465448.328,61.0345785,-069.6395326,20.714
6766807.038,465448.558,61.0345736,-069.6395283,20.844
6766806.486,465448.846,61.0345686,-069.6395228,20.947
6766806.033,465448.873,61.0345646,-069.6395223,20.765
6766805.541,465448.880,61.0345602,-069.6395220,20.818
6766804.938,465449.212,61.0345548,-069.6395158,20.665
6766804.453,465449.220,61.0345504,-069.6395156,20.867
6766803.934,465449.471,61.0345458,-069.6395108,20.654
6766803.333,465449.543,61.0345404,-069.6395094,20.820
6766802.750,465449.717,61.0345352,-069.6395061,20.737
6766802.264,465449.848,61.0345308,-069.6395035,20.661
6766801.701,465449.963,61.0345258,-069.6395013,20.843
6766801.062,465450.053,61.0345200,-069.6394995,20.668
6766800.429,465450.158,61.0345144,-069.6394975,20.717
6766799.860,465450.317,61.0345093,-069.6394944,20.787
6766799.247,465450.283,61.0345038,-069.6394949,20.769
6766798.481,465450.384,61.0344969,-069.6394929,20.732
6766797.766,465450.386,61.0344905,-069.6394928,20.556
6766796.986,465450.515,61.0344835,-069.6394902,20.748
6766796.169,465450.553,61.0344762,-069.6394894,20.868
6766795.466,465450.646,61.0344699,-069.6394875,20.789
6766794.032,465451.028,61.0344570,-069.6394802,20.762
6766793.614,465451.358,61.0344533,-069.6394740,20.812
6766792.734,465451.944,61.0344454,-069.6394630,20.938
6766791.612,465452.462,61.0344354,-069.6394532,20.966
6766790.806,465453.303,61.0344283,-069.6394375,20.779
6766789.832,465453.668,61.0344195,-069.6394306,20.769
6766788.513,465454.197,61.0344077,-069.6394206,20.868
6766787.702,465454.857,61.0344005,-069.6394082,21.075
6766786.620,465455.200,61.0343908,-069.6394017,21.107
6766785.481,465455.486,61.0343806,-069.6393962,20.835
6766784.365,465456.051,61.0343707,-069.6393855,20.773
6766782.923,465455.972,61.0343577,-069.6393867,20.732
6766781.670,465456.216,61.0343465,-069.6393820,20.844
6766780.561,465456.079,61.0343365,-069.6393843,20.894
6766779.283,465456.212,61.0343251,-069.6393816,21.003
6766778.021,465456.082,61.0343137,-069.6393838,20.964
6766776.810,465455.930,61.0343028,-069.6393864,20.735
6766776.037,465455.920,61.0342959,-069.6393864,21.096
6766774.367,465455.795,61.0342809,-069.6393884,20.930
6766773.568,465455.184,61.0342737,-069.6393996,20.784
6766772.673,465454.723,61.0342656,-069.6394080,20.879
6766771.461,465454.668,61.0342547,-069.6394088,20.791
6766770.932,465453.944,61.0342499,-069.6394221,20.959
6766769.543,465453.658,61.0342374,-069.6394271,20.583
6766769.012,465453.146,61.0342326,-069.6394365,20.577
6766767.746,465452.752,61.0342212,-069.6394435,20.875
6766766.780,465452.282,61.0342125,-069.6394521,20.792
6766765.673,465451.909,61.0342025,-069.6394588,20.948
6766764.445,465451.612,61.0341915,-069.6394641,20.927
6766763.783,465450.745,61.0341854,-069.6394800,20.853
6766762.279,465450.541,61.0341719,-069.6394835,20.876
6766761.310,465450.399,61.0341632,-069.6394859,20.851
6766760.411,465449.635,61.0341551,-069.6394999,20.852
6766759.293,465449.134,61.0341450,-069.6395090,21.044
6766758.389,465448.243,61.0341368,-069.6395253,21.100
6766757.134,465448.018,61.0341255,-069.6395293,21.177
6766756.013,465447.774,61.0341154,-069.6395336,21.175
6766754.671,465447.278,61.0341033,-069.6395425,21.041
6766753.656,465446.606,61.0340942,-069.6395548,21.202
6766752.475,465446.709,61.0340836,-069.6395526,21.054
6766751.383,465446.057,61.0340737,-069.6395645,21.106
6766750.285,465445.499,61.0340638,-069.6395746,21.144
6766748.811,465445.379,61.0340506,-069.6395766,21.112
6766747.598,465444.853,61.0340396,-069.6395861,21.081
6766747.209,465444.165,61.0340361,-069.6395988,21.243
6766745.832,465443.911,61.0340237,-069.6396032,20.955
6766744.585,465443.521,61.0340125,-069.6396102,21.220
6766743.416,465442.998,61.0340019,-069.6396197,21.075
6766742.278,465442.591,61.0339917,-069.6396270,21.225
6766740.992,465442.176,61.0339801,-069.6396345,20.950
6766740.208,465441.416,61.0339730,-069.6396484,21.017
6766739.151,465441.189,61.0339635,-069.6396524,21.080
6766737.772,465440.652,61.0339510,-069.6396621,21.022
6766736.891,465440.003,61.0339431,-069.6396739,21.196
6766736.105,465439.392,61.0339360,-069.6396851,21.101
6766734.745,465438.861,61.0339237,-069.6396947,20.953
6766734.002,465438.439,61.0339170,-069.6397024,20.740
6766732.865,465437.924,61.0339067,-069.6397117,20.862
6766732.066,465437.312,61.0338995,-069.6397229,20.811
6766730.930,465436.682,61.0338893,-069.6397343,20.586
6766730.219,465435.700,61.0338828,-069.6397524,20.765
6766729.360,465435.400,61.0338751,-069.6397578,20.726
6766728.249,465434.758,61.0338650,-069.6397694,20.948
6766727.179,465433.927,61.0338554,-069.6397846,21.117
6766726.444,465433.319,61.0338487,-069.6397957,20.922
6766725.090,465432.777,61.0338365,-069.6398055,20.955
6766724.501,465432.328,61.0338312,-069.6398137,21.156
6766723.716,465431.723,61.0338241,-069.6398248,21.187
6766722.170,465431.176,61.0338101,-069.6398346,21.113
6766721.456,465430.395,61.0338037,-069.6398490,20.988
6766720.887,465429.897,61.0337985,-069.6398581,20.893
6766719.940,465429.507,61.0337900,-069.6398651,21.094
6766717.701,465428.011,61.0337698,-069.6398924,21.196
6766716.937,465427.171,61.0337628,-069.6399078,21.235
6766715.979,465426.601,61.0337542,-069.6399182,21.300
6766715.071,465426.162,61.0337460,-069.6399261,21.551
6766714.299,465425.477,61.0337390,-069.6399387,21.300
6766712.971,465424.829,61.0337270,-069.6399504,21.192
6766712.016,465424.012,61.0337184,-069.6399654,21.111
6766711.363,465423.501,61.0337125,-069.6399747,21.229
6766710.047,465422.983,61.0337006,-069.6399841,21.215
6766708.908,465422.662,61.0336903,-069.6399898,21.233
6766708.502,465421.730,61.0336866,-069.6400070,21.231
6766707.080,465420.998,61.0336738,-069.6400203,21.251
6766706.546,465420.708,61.0336690,-069.6400256,21.249
6766705.688,465419.771,61.0336612,-069.6400427,21.345
6766704.541,465418.846,61.0336508,-069.6400596,21.431
6766703.723,465418.306,61.0336434,-069.6400695,21.426
6766703.166,465417.870,61.0336384,-069.6400775,21.357
6766701.879,465417.006,61.0336267,-069.6400932,21.370
6766700.495,465416.203,61.0336143,-069.6401078,21.437
6766700.000,465415.285,61.0336097,-069.6401247,21.421
6766699.432,465414.682,61.0336046,-069.6401358,21.478
6766698.522,465414.379,61.0335964,-069.6401412,21.520
6766697.086,465413.708,61.0335834,-069.6401534,21.551
6766696.240,465412.753,61.0335758,-069.6401709,21.685
6766695.781,465412.095,61.0335716,-069.6401830,21.450
6766694.505,465411.380,61.0335601,-069.6401960,21.630
6766693.842,465410.627,61.0335540,-069.6402098,21.783
6766692.743,465410.137,61.0335441,-069.6402187,21.596
6766692.048,465409.359,61.0335378,-069.6402330,21.730
6766690.890,465408.376,61.0335273,-069.6402510,21.682
6766690.220,465407.716,61.0335213,-069.6402630,21.681
6766689.291,465406.766,61.0335128,-069.6402805,21.746
6766688.612,465406.316,61.0335067,-069.6402887,21.732
6766687.761,465405.927,61.0334990,-069.6402957,21.627
6766686.353,465405.031,61.0334863,-069.6403120,21.700
6766685.581,465404.333,61.0334793,-069.6403248,21.602
6766684.751,465403.697,61.0334718,-069.6403364,21.417
